run,agent,target,seed,start_time_utc,end_time_utc,duration_seconds,duration_hms,run_id,coverage,path_efficiency,recon_precision,recon_recall,safety_score,stealth_score
run_web_cluster_artp_seed42_20251022T125618Z,artp,web_cluster,42,2025-10-22T12:56:18Z,2025-10-22T12:56:18Z,0,00:00:00,run_web_cluster_artp_seed42_20251022T125618Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed42_20251022T125621Z,artp,web_cluster,42,2025-10-22T12:56:21Z,2025-10-22T12:56:21Z,0,00:00:00,run_web_cluster_artp_seed42_20251022T125621Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed42_20251022T125622Z,artp,web_cluster,42,2025-10-22T12:56:22Z,2025-10-22T12:56:22Z,0,00:00:00,run_web_cluster_artp_seed42_20251022T125622Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed42_20251022T125623Z,artp,web_cluster,42,2025-10-22T12:56:23Z,2025-10-22T12:56:23Z,0,00:00:00,run_web_cluster_artp_seed42_20251022T125623Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed42_20251022T125624Z,artp,web_cluster,42,2025-10-22T12:56:24Z,2025-10-22T12:56:24Z,0,00:00:00,run_web_cluster_artp_seed42_20251022T125624Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed42_20251022T125625Z,artp,web_cluster,42,2025-10-22T12:56:25Z,2025-10-22T12:56:25Z,0,00:00:00,run_web_cluster_artp_seed42_20251022T125625Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed42_20251022T125626Z,artp,web_cluster,42,2025-10-22T12:56:26Z,2025-10-22T12:56:27Z,1,00:00:01,run_web_cluster_artp_seed42_20251022T125626Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed42_20251022T131449Z,artp,web_cluster,42,2025-10-22T13:14:49Z,2025-10-22T13:14:49Z,0,00:00:00,run_web_cluster_artp_seed42_20251022T131449Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T112441Z,artp,web_cluster,43,2025-10-15T11:24:41Z,2025-10-15T11:24:41Z,0,00:00:00,run_web_cluster_artp_seed43_20251015T112441Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T112502Z,artp,web_cluster,43,2025-10-15T11:25:02Z,2025-10-15T11:25:02Z,0,00:00:00,run_web_cluster_artp_seed43_20251015T112502Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T112706Z,artp,web_cluster,43,2025-10-15T11:27:06Z,2025-10-15T11:27:07Z,1,00:00:01,run_web_cluster_artp_seed43_20251015T112706Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T112717Z,artp,web_cluster,43,2025-10-15T11:27:17Z,2025-10-15T11:27:17Z,0,00:00:00,run_web_cluster_artp_seed43_20251015T112717Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T113104Z,artp,web_cluster,43,2025-10-15T11:31:04Z,2025-10-15T11:31:04Z,0,00:00:00,run_web_cluster_artp_seed43_20251015T113104Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T113443Z,artp,web_cluster,43,2025-10-15T11:34:43Z,2025-10-15T11:34:43Z,0,00:00:00,run_web_cluster_artp_seed43_20251015T113443Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T113446Z,artp,web_cluster,43,2025-10-15T11:34:46Z,2025-10-15T11:34:46Z,0,00:00:00,run_web_cluster_artp_seed43_20251015T113446Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T113447Z,artp,web_cluster,43,2025-10-15T11:34:47Z,2025-10-15T11:34:47Z,0,00:00:00,run_web_cluster_artp_seed43_20251015T113447Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T113449Z,artp,web_cluster,43,2025-10-15T11:34:49Z,2025-10-15T11:34:50Z,1,00:00:01,run_web_cluster_artp_seed43_20251015T113449Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T113451Z,artp,web_cluster,43,2025-10-15T11:34:51Z,2025-10-15T11:34:51Z,0,00:00:00,run_web_cluster_artp_seed43_20251015T113451Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T113452Z,artp,web_cluster,43,2025-10-15T11:34:52Z,2025-10-15T11:34:52Z,0,00:00:00,run_web_cluster_artp_seed43_20251015T113452Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T130542Z,artp,web_cluster,43,2025-10-15T13:05:42Z,2025-10-15T13:05:42Z,0,00:00:00,run_web_cluster_artp_seed43_20251015T130542Z,0.05,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251015T130638Z,artp,web_cluster,43,2025-10-15T13:06:38Z,2025-10-15T13:06:38Z,0,00:00:00,run_web_cluster_artp_seed43_20251015T130638Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed43_20251017T120936Z,artp,web_cluster,43,2025-10-17T12:09:36Z,2025-10-17T12:09:36Z,0,00:00:00,run_web_cluster_artp_seed43_20251017T120936Z,0.05,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T112441Z,artp,web_cluster,44,2025-10-15T11:24:41Z,2025-10-15T11:24:41Z,0,00:00:00,run_web_cluster_artp_seed44_20251015T112441Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T112502Z,artp,web_cluster,44,2025-10-15T11:25:02Z,2025-10-15T11:25:02Z,0,00:00:00,run_web_cluster_artp_seed44_20251015T112502Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T112707Z,artp,web_cluster,44,2025-10-15T11:27:07Z,2025-10-15T11:27:07Z,0,00:00:00,run_web_cluster_artp_seed44_20251015T112707Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T112717Z,artp,web_cluster,44,2025-10-15T11:27:17Z,2025-10-15T11:27:17Z,0,00:00:00,run_web_cluster_artp_seed44_20251015T112717Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T113104Z,artp,web_cluster,44,2025-10-15T11:31:04Z,2025-10-15T11:31:04Z,0,00:00:00,run_web_cluster_artp_seed44_20251015T113104Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T113443Z,artp,web_cluster,44,2025-10-15T11:34:43Z,2025-10-15T11:34:44Z,1,00:00:01,run_web_cluster_artp_seed44_20251015T113443Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T113446Z,artp,web_cluster,44,2025-10-15T11:34:46Z,2025-10-15T11:34:46Z,0,00:00:00,run_web_cluster_artp_seed44_20251015T113446Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T113447Z,artp,web_cluster,44,2025-10-15T11:34:47Z,2025-10-15T11:34:47Z,0,00:00:00,run_web_cluster_artp_seed44_20251015T113447Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T113450Z,artp,web_cluster,44,2025-10-15T11:34:50Z,2025-10-15T11:34:50Z,0,00:00:00,run_web_cluster_artp_seed44_20251015T113450Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T113451Z,artp,web_cluster,44,2025-10-15T11:34:51Z,2025-10-15T11:34:51Z,0,00:00:00,run_web_cluster_artp_seed44_20251015T113451Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T113452Z,artp,web_cluster,44,2025-10-15T11:34:52Z,2025-10-15T11:34:52Z,0,00:00:00,run_web_cluster_artp_seed44_20251015T113452Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T130542Z,artp,web_cluster,44,2025-10-15T13:05:42Z,2025-10-15T13:05:42Z,0,00:00:00,run_web_cluster_artp_seed44_20251015T130542Z,0.05,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251015T130638Z,artp,web_cluster,44,2025-10-15T13:06:38Z,2025-10-15T13:06:39Z,1,00:00:01,run_web_cluster_artp_seed44_20251015T130638Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed44_20251017T120936Z,artp,web_cluster,44,2025-10-17T12:09:36Z,2025-10-17T12:09:36Z,0,00:00:00,run_web_cluster_artp_seed44_20251017T120936Z,0.05,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed45_20251015T112502Z,artp,web_cluster,45,2025-10-15T11:25:02Z,2025-10-15T11:25:02Z,0,00:00:00,run_web_cluster_artp_seed45_20251015T112502Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed45_20251015T130542Z,artp,web_cluster,45,2025-10-15T13:05:42Z,2025-10-15T13:05:42Z,0,00:00:00,run_web_cluster_artp_seed45_20251015T130542Z,0.05,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed45_20251015T130639Z,artp,web_cluster,45,2025-10-15T13:06:39Z,2025-10-15T13:06:39Z,0,00:00:00,run_web_cluster_artp_seed45_20251015T130639Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed45_20251017T120936Z,artp,web_cluster,45,2025-10-17T12:09:36Z,2025-10-17T12:09:36Z,0,00:00:00,run_web_cluster_artp_seed45_20251017T120936Z,0.05,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed46_20251015T112502Z,artp,web_cluster,46,2025-10-15T11:25:02Z,2025-10-15T11:25:02Z,0,00:00:00,run_web_cluster_artp_seed46_20251015T112502Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed46_20251015T130542Z,artp,web_cluster,46,2025-10-15T13:05:42Z,2025-10-15T13:05:42Z,0,00:00:00,run_web_cluster_artp_seed46_20251015T130542Z,0.05,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed46_20251015T130639Z,artp,web_cluster,46,2025-10-15T13:06:39Z,2025-10-15T13:06:39Z,0,00:00:00,run_web_cluster_artp_seed46_20251015T130639Z,0.39999999999999997,0.75,0.8,0.7,1.0,0.9
run_web_cluster_artp_seed46_20251017T120936Z,artp,web_cluster,46,2025-10-17T12:09:36Z,2025-10-17T12:09:36Z,0,00:00:00,run_web_cluster_artp_seed46_20251017T120936Z,0.05,0.75,0.8,0.7,1.0,0.9
